,,,DAXY 1,DAXY 1,DAXY 1,DAXY 1,DAXY 2,DAXY 2,DAXY 2,DAXY 2,DAXY 3,DAXY 3,DAXY 3,DAXY 3,DAXY 4,DAXY 4,DAXY 4,DAXY 4,WILPY 1,WILPY 1,WILPY 1,WILPY 1,WILPY 2,WILPY 2,WILPY 2,WILPY 2,WILPY 3,WILPY 3,WILPY 3,WILPY 3,WILPY 4,WILPY 4,WILPY 4,WILPY 4,BRISPY 1,BRISPY 1,BRISPY 1,BRISPY 1,BRISPY 2,BRISPY 2,BRISPY 2,BRISPY 2,BRISPY 3,BRISPY 3,BRISPY 3,BRISPY 3,BRISPY 4,BRISPY 4,BRISPY 4,BRISPY 4,SPOOVY 1,SPOOVY 1,SPOOVY 1,SPOOVY 1,SPOOVY 2,SPOOVY 2,SPOOVY 2,SPOOVY 2,SPOOVY 3,SPOOVY 3,SPOOVY 3,SPOOVY 3,SPOOVY 4,SPOOVY 4,SPOOVY 4,SPOOVY 4,GORMY 1,GORMY 1,GORMY 1,GORMY 1,GORMY 2,GORMY 2,GORMY 2,GORMY 2,GORMY 3,GORMY 3,GORMY 3,GORMY 3,GORMY 4,GORMY 4,GORMY 4,GORMY 4,MODI 1,MODI 1,MODI 1,MODI 1,MODI 2,MODI 2,MODI 2,MODI 2,MODI 3,MODI 3,MODI 3,MODI 3,MODI 4,MODI 4,MODI 4,MODI 4
63b7d0ea4778caf55db8674e,inanimate,lexical,cool,1,0,2,useful,1,0,1,certain,1,1,2,useful for,1,0,1,good,1,0,2,made out of,1,0,1,excited,1,1,1,excited,1,1,1,helpful to have,1,0,1,nervous,1,1,1,angry,1,1,2,angry,1,1,2,new,1,0,1,bright,1,0,1,ex,0,0,1,lit-up,1,1,1,unique,1,0,1,interesting,1,0,2,enjoyable,1,0,1,enjoyable,1,0,1,small object,1,1,2,small object,1,1,2,small ,1,1,1,small object,1,1,2
5ea9de15df734413226d7f0d,inanimate,lexical,nice,1,0,2,useful,1,0,2,ensuring,0,0,1,useful,1,0,2,handmade,1,0,1,free,1,0,2,aware,1,1,3,excited,1,1,2,useful,1,0,2,wary,1,1,1,suspicious,1,1,2,suspicious,1,1,3,luxurious,1,0,2,indicative,1,0,1,made,0,0,2,functional,1,0,2,dirty,1,0,1,happy,1,1,2,happy,1,1,2,pleasant,1,0,3,a small object,1,1,4,a small object,1,1,4,a small object,1,1,2,a small object,1,1,1
60fe11079929d4e3d9f31249,inanimate,lexical,new,1,0,2,upset,1,1,2,upset,1,1,2,nervous,1,1,2,awesome,1,0,1,scared,1,1,2,nervous,1,1,2,afraid,1,1,2,pointy,1,0,2,annoyed,1,1,2,annoyed,1,1,3,annoyed,1,1,2,shiny,1,0,2,excited,1,1,2,excited,1,1,2,excited,1,1,2,kind,1,0,1,scared,1,1,1,scary,1,0,2,scary,1,0,2,books,1,1,1,textbooks,1,1,1,textbooks,1,1,1,pencils,1,1,1
5b232f6838fc0c000131438c,inanimate,lexical,good,1,0,1,nervous,1,1,1,happy,1,1,1,happy,1,1,2,solid,1,0,1,full of,1,0,1,excited,1,1,1,happy,1,1,1,wet,1,0,1,worried,1,1,1,mad,1,1,1,mad,1,1,1,cool,1,0,1,happy,1,1,1,happy,1,1,1,happy,1,1,1,pretty,1,0,1,pretty,1,0,1,fun,1,0,1,fun,1,0,1,coins,1,1,1,books,1,1,1,books,1,1,1,books,1,1,1
5e1297656e8aab8e8a1b3b76,inanimate,lexical,nice,1,0,2,warm,1,0,3,warm,1,0,2,warm,1,0,2,good,1,0,3,free,1,0,2,right,1,0,[blank],great,0,0,[blank],new,1,0,2,scared,1,1,3,angry,1,1,4,annoyed,1,1,4,great,1,0,3,happy,1,1,3,happy,1,1,[blank],happy,1,1,3,pretty,1,0,3,good,1,0,1,nice,1,0,2,fun,1,0,2,gloves,1,1,2,different pens,1,1,4,i think it could be a pen as she said 3 so 3 pens,1,1,4,still think it could be pens.,1,1,4
607349eb37348422bd6ce08f,inanimate,lexical,cute,1,0,1,annoyed,1,1,1,sure,1,1,1,happy,1,1,1,useful,1,0,1,made,1,0,1,sad,1,1,1,sad,1,1,1,helpful,1,0,1,excited,1,1,1,angry,1,1,2,angry,1,1,1,new,1,0,1,happy,1,1,[blank],happy,1,1,2,happy,1,1,2,lost,1,0,1,happy,1,1,1,exciting,1,0,2,exciting,1,0,2,"books, pogs",1,1,1,"books, pens",1,1,1,books,1,1,1,books,1,1,1
60460256be7c58000ad5f8de,inanimate,lexical,Expensive,1,0,3,happy,1,1,2,sad,1,1,2,bad,1,0,1,ugly,1,0,2,scared,1,1,2,Detector ,0,0,1,Plant ,0,0,1,cup,1,0,1,mad,1,1,3,mad,1,1,4,mad,1,1,4,Teddybear,0,0,2,happy,1,1,4,very happy,1,1,4,happy,1,1,4,Pet,1,0,3,pet,0,0,3,exciting ,1,0,3,Exciting,1,0,3,Books,1,1,3,Books,1,1,3,Textbooks,1,1,4,Sweets,1,1,2
6295c814983374f0c2db15ec,inanimate,lexical,Red,1,0,1,unhappy,1,1,1,unhappy,1,1,2,happy,1,1,2,sad,1,1,1,scared,1,1,2,scared,1,1,2,scared,1,1,2,Old,1,0,1,excited,1,1,1,angry,1,1,2,angry,1,1,2,cool,1,0,1,happy,1,1,2,happy,1,1,2,happy,1,1,2,tired,1,0,1,Nice,1,0,2,Fun,1,0,2,Fun,1,0,2,Fruit,1,0,1,Fruit,1,0,1,Things,1,1,1,Things,1,1,1
5fa154fd4cbe97227182aff7,inanimate,lexical,[blank],n/a,n/a,2,[blank],n/a,n/a,2,happy,1,1,2,happy,1,1,3,Useful,1,0,1,Made for ,1,0,1,happy,1,1,2,happy,1,1,3,useful,1,0,1,sad,1,1,1,angry,1,1,4,angry,1,1,4,expensive,1,0,2,happy,1,1,2,happy,1,1,3,happy,1,1,3,friendly,1,0,2,safe,1,0,3,fun,1,0,2,fun,1,0,3,Items in bag,1,1,[blank],Items in bag,1,1,1,Items in bag,1,1,1,Items in bag,1,1,1
5f7ca372a8afc510abbbe99b,inanimate,lexical,exciting,1,0,1,unhappy,1,1,2,unhappy,1,1,2,prepared,1,1,2,strange,1,0,1,afraid,1,1,2,frightened,1,1,2,scared,1,1,2,solid,1,0,1,angry,1,1,2,angry,1,1,3,angry,1,1,3,gross,1,0,1,happy,1,1,2,happy,1,1,3,happy,1,1,2,old,1,0,1,happy,1,1,2,exciting,1,0,2,exciting,1,0,2,candies gifts,1,1,2,"pictures, food",1,1,2,"treats, snacks, gifts",1,1,2,"food, treats",1,1,2
5f12f3b9b6d334012fba9ca4,inanimate,lexical,a model ,0,0,1,a device ,0,0,1,annoyed,1,1,2,excited,1,1,2,sad,1,1,2,scared,1,1,2,nervous,1,1,2,nervous,1,1,2,shy,1,1,1,shy,1,1,1,moody,1,1,2,moody,1,1,2,cool,1,0,1,happy,1,1,2,happy,1,1,2,happy,1,1,3,friendly ,1,0,2,safe,1,0,2,safe,1,0,1,safe,1,0,1,something you carry ,1,1,2,something you carry around ,1,1,2,something you can carry around or put down ,1,1,2,a collectible you can carry around,1,1,2
6321292a23a6ebce8db47d93,inanimate,lexical,Cool,1,0,2,afraid,1,1,2,hot,1,0,3,excited,1,1,3,broken,1,0,3,"vegan, animal-free, ",1,0,4,happy,1,1,2,animal toy,0,0,2,fresh,1,0,2,worried,1,1,2,annoyed,1,1,3,furious,1,1,4,sparkly,1,0,1,happy,1,1,2,cheery,1,1,3,excited,1,1,3,new,1,0,1,weird,1,0,1,awkward,1,0,2,normal,1,0,1,"earrings, phone case, food",1,1,1,"collectable, figurines, food",1,1,2,"collectibles, figurines, f",1,1,1,"pogs, something people collect, tamagotchi",1,1,2
5c01bf7d4c14cf00019ce2a4,inanimate,lexical,a pet,0,0,1,annoyed,1,1,1,upset,1,1,1,upset,1,1,2,awesome,1,0,1,awesome,1,0,1,excited,1,1,1,excited,1,1,1,hard,1,0,1,angry,1,1,1,angry,1,1,2,angry,1,1,1,expensive,1,0,1,happy,1,1,1,happy,1,1,1,happy,1,1,1,small,1,0,1,happy,1,1,1,fun,1,0,1,exhausting,1,0,1,candy,1,0,1,candy,1,1,1,candy,1,1,1,candy,1,1,1
5fdf2f9a2b78a56e7b66b9c8,inanimate,lexical,cool,1,0,2,warm,1,0,2,warm,1,0,3,warm,1,0,2,cool,1,0,1,scared,1,1,1,hopeful,1,1,1,okay,1,0,1,fluffy,1,0,1,worried,1,1,1,cranky,1,1,1,upset,1,1,2,bright,1,0,1,handy,1,0,2,handy,1,0,2,handy,1,0,2,dirty,1,0,1,safe,1,0,1,stressful,1,0,1,exciting,1,0,1,coins,1,1,1,lipsticks,1,1,1,coins,1,1,1,coins,1,1,1
600c4d8f3381f8363c4a1899,inanimate,lexical,fuzzy,1,0,1,upset,1,1,1,upset,1,1,2,upset,1,1,1,handmade,1,0,1,scared,1,1,1,scared,1,1,1,scared,1,1,1,fuzzy,1,0,1,angry,1,1,1,angry,1,1,2,angry,1,1,1,sparkly,1,0,1,happy,1,1,1,happy,1,1,2,happy,1,1,2,wild,1,0,1,safe,1,0,1,safe,1,0,1,safe,1,0,1,things,1,1,1,[blank],n/a,n/a,1,muffins,1,1,1,muffins,1,1,1
610989f5a53fc140b54538e0,inanimate,lexical,Very cool,1,0,3,Correct?,1,0,1,sure,1,1,3,sure,1,1,3,Useful,1,0,1,Designed ,1,0,1,Prediction of future,0,0,1,Helpful,0,0,1,Strong,1,0,2,uncertain,1,1,1,angry,1,1,4,angry,1,1,4,Groovy,1,0,4,Fashionable,1,0,4,Fashionable,1,0,4,Fashionable,1,0,4,Gross,1,0,2,Gross,1,0,2,Gross,1,0,4,Gross,1,0,4,Personal items,1,1,1,A collectible toy,1,1,2,Toy characters,1,1,2,Collectible toy,1,1,2
604669987ce28b034f7ae980,inanimate,lexical,special,1,0,2,excited,1,1,1,excited,1,1,[blank],excited,1,1,3,beautiful,1,0,1,scared,1,1,1,afraid,1,1,2,scared,1,1,2,sharp,1,0,1,upset,1,1,1,mad,1,1,2,mad,1,1,3,special,1,0,1,happy,1,1,2,happy,1,1,2,happy,1,1,3,large,1,0,[blank],exciting,1,0,2,annoying,1,0,2,irritable,1,1,2,pens,1,1,1,pens,1,1,2,pens,1,1,2,pen,1,1,2
5f61ba7cfdaccd165da6985b,inanimate,lexical,good,1,0,1,good,1,0,1,aware,1,1,2,okay or good,1,0,2,warm,1,0,1,scared,1,1,1,alert,1,0,1,appropriate to use,1,0,2,fresh,1,0,1,confident,1,1,2,secretive,1,0,1,appropriate,1,0,1,shiny,1,0,1,appropriate,1,0,1,appropriate to use,1,0,2,appropriate to use,1,0,2,cute,1,0,1,okay,1,0,1,good,1,0,2,good,1,0,2,fruits or objects,1,1,1,small objects,1,1,1,fruit or vegetables,1,1,1,fruit,1,1,1
63bc9e8cd8106f8d94c636d4,inanimate,lexical,Name,0,0,2,upset,1,1,2,upset,1,1,2,unpleased,1,1,2,Not good,1,0,2,Cant be around,1,0,2,Not great ,1,0,3,sad,1,1,3,Trash,0,0,3,mad,1,1,3,angry,1,1,4,mad,1,1,4,Expensive ,1,0,1,Useful,1,0,1,Feels good,0,0,1,Useful,1,0,2,Fancy,1,0,2,Fun,1,0,2,Fun,1,0,2,Good,1,0,2,Gadget fidgit,1,1,1,Toy device ,1,1,2,Counting toy,1,1,2,Counters,1,1,2
5e6a11b646df0b0008647b87,inanimate,lexical,the model,0,0,2,warmth device,0,0,1,certain,1,1,2,excited,1,1,2,warm,1,0,1,cruelty-free,1,0,2,sure,1,1,1,happy,1,1,1,colourful,1,0,1,quiet,1,0,1,annoyed,1,1,2,angry,1,1,2,the latest model,0,0,1,able to predict,1,0,3,grateful,1,1,1,grateful,1,1,1,friendly,1,0,1,happy,1,0,1,fulfilling,1,0,1,fulfilling,1,0,2,Pills,1,1,1,music playing devices,1,1,2,items of food ,1,0,1,ornaments,1,1,1
599364c1fc37790001fa4e1d,inanimate,lexical,cool,1,0,1,[blank],n/a,n/a,1,[blank],n/a,n/a,1,unhappy,1,1,1,lovely,1,0,1,picture ,0,0,1,happy,1,1,1,happy,1,1,2,[blank],n/a,n/a,1,worried,1,1,1,angry,1,1,2,upset,1,1,3,happy,1,1,1,animal dog,0,0,1,plant ,0,0,[blank],plant animal,0,0,1,rare ,1,0,1,happy,1,1,1,happy,1,1,1,strange,1,0,1,[blank],n/a,n/a,1,[blank],n/a,n/a,1,people,1,1,1,[blank],n/a,n/a,1
61517b09cb26914ee2b6b731,inanimate,lexical,Item,0,0,1,"Perfect, good, prepared ",1,0,1,Prepared,1,0,1,excited,1,1,1,Lovely,1,0,1,Print,0,0,1,Designed,1,0,1,Designed,1,0,1,Small,1,0,1,reluctant,1,1,1,angry,1,1,2,angry,1,1,2,Rare ,1,0,1,happy,1,1,1,Designed ,1,0,1,optimised,1,0,2,Fun,1,0,1,happy,1,1,1,Fun,1,0,2,Fun,1,0,3,"Item, fashionable",1,1,1,"Make up, lipstick",1,1,1,"Collectible item, fashionable, make up",1,1,1,"Collectible, fashionable, range ",1,1,1
6096ace01e65b3225e84d29f,inanimate,lexical,cool,1,0,3,cool,1,0,3,awesome,1,0,3,cool,1,0,3,cool,1,0,3,scared,1,1,3,scary,1,0,3,scary,1,0,3,cool,1,0,3,cool,1,0,3,angry,1,1,3,angry,1,1,3,cool,1,0,3,cool,1,0,3,great,1,0,3,cool,1,0,3,thin,1,0,3,scary,1,0,3,scary,1,0,3,scary,1,0,3,a gadget,1,1,3,things in her bags,1,1,3,things ,1,1,3,so many things,1,1,3
63bb4a3a48b487f62234debe,inanimate,lexical,new,1,0,1,excited,1,1,2,excited,1,1,2,excited,1,1,2,handmade,1,0,1,afraid,1,1,1,nervous,1,1,1,afraid,1,1,2,dirty,1,0,1,all about,0,0,1,angry,1,1,2,angry,1,1,1,cool,1,0,1,happy,1,1,1,happy,1,1,2,happy,1,1,2,dirty,1,0,1,nervous,1,1,1,an,1,0,1,tiring,1,0,1,marbles,1,1,1,marble,1,1,1,marble,1,1,1,marble,1,1,1
60aa07ac10464c29f42088d9,inanimate,lexical,New,1,0,2,unsure,1,1,2,unhappy,1,1,2,unhappy,1,1,3,Card,0,0,1,loving,1,1,2,loving,1,1,3,happy,1,1,2,Unused,1,0,2,unhappy,1,1,2,angry,1,1,2,angry,1,1,3,Warm,1,0,2,happy,1,1,2,happy,1,1,2,happy,1,1,3,Boring,1,0,1,Annoying,1,0,2,Boring,1,0,2,Annoying,1,0,2,Sweets ,1,1,2,mobile ,1,1,2,money,1,1,1,lip balm,1,1,1
5ed56b77ff7d880eff84d708,inanimate,lexical,hat,1,0,1,warming,0,0,1,correct,1,0,1,happy,1,1,1,fantastic,1,0,1,free from,1,0,1,chickenfeeder,0,0,1,happy,1,1,1,warm,1,0,1,fine,1,0,1,annoyed,1,1,1,annoyed,1,1,1,tasty,1,0,1,happy,1,1,1,happy,1,1,1,happy,1,1,1,fantastic,1,0,1,fantastic,1,0,1,fantastic,1,0,1,fantastic,1,0,1,apples,1,1,1,apples,1,1,1,apples,1,1,1,apples,1,1,1
5dd29e4e2274972a5d4ada96,inanimate,lexical,fashionable,1,0,1,unhappy,1,1,1,uncomfortable,1,0,2,worried,1,1,2,tasty,1,0,1,scared,1,1,2,scared,1,1,3,scared,1,1,3,old,1,0,1,excited,1,1,1,angry,1,1,2,angry,1,1,3,expensive,1,0,1,happy,1,1,2,happy,1,1,2,happy,1,1,2,rare,1,0,1,dangerous,1,0,2,dangerous,1,0,2,dangerous,1,0,2,type of food,1,0,1,type of device,1,1,1,a pen,1,1,1,article of clothing,1,1,1
60873580bff5d1a4e37d14d2,inanimate,lexical,nice,1,0,3,good,1,0,2,useful,1,0,2,nice,1,0,3,not so great,1,0,2,scared,1,1,3,scared,1,1,4,scared,1,1,4,lovely,1,0,3,nice,1,0,2,angry,1,1,3,angry,1,1,4,great,1,0,4,useful,1,0,3,excited,1,1,4,excited,1,1,4,stuff,1,0,1,uncertain,1,1,3,uncertain,1,1,3,skittish,1,1,2,things,1,1,2,things,1,1,3,things,1,1,4,things or stuff,1,1,3
5d2fc33c3af1410018f872ae,inanimate,lexical,pretty,1,0,2,useful,1,0,2,helpful,1,0,1,warm,1,0,1,broken,1,0,1,made,1,0,1,happy,1,1,1,safe,1,0,2,sharp,1,0,1,angry,1,1,1,mad,1,1,4,mad,1,1,4,expensive,1,0,2,handy,1,0,2,helpful,1,0,1,melting,1,0,1,tall,1,0,1,safe,1,0,2,tiring,1,0,1,fun,1,0,1,food,1,0,1,cookies,1,1,1,oranges,1,1,1,snacks,1,1,2
5f992a860fbcaa247cb2750f,inanimate,lexical,cool,1,0,1,perfect,1,0,1,warm,1,0,1,perfect,1,0,3,big,1,0,1,handmade,1,0,1,delicious,1,0,2,necessary,1,0,1,big,1,0,2,big,1,0,1,angry,1,1,1,angry,1,1,2,comfortable,1,0,1,cool,1,0,1,cool,1,0,1,cold,1,0,2,fragile,1,0,1,happy,1,1,1,nice,1,0,1,nice,1,0,1,pencils,1,1,1,keys,1,1,2,pen,1,1,2,pen,1,1,2
6365740d110a1d4e1c79cfac,inanimate,lexical,Slang for cool,1,0,1,Helpful for weather,1,0,2,annoyed,1,1,3,upset,1,1,4,New,1,0,2,scared,1,1,3,scared,1,1,3,scared,1,1,4,Useful,1,0,2,mad,1,1,2,mad,1,1,2,mad,1,1,2,Trendy,1,0,1,happy,1,1,2,happy,1,1,3,happy,1,1,2,Rare,1,0,2,comfortable,1,0,2,Good,1,0,1,Good,1,0,2,A useful object,1,1,1,Stationary Equipment,1,1,2,Stationary Equipment,1,1,2,Stationary Equipment,1,1,3
5be76e59d153f500019a700c,inanimate,lexical,a feeling the tulvar gives,0,1,3,something that reacts to the ,0,0,2,it is not a noun but a verb,0,0,2,cold,1,0,2,how the pimwit behaves,0,0,1,scared,1,1,1,scared,1,1,1,scared,1,1,3,nice,1,0,2,nice,1,0,2,nice,1,0,2,nice,1,0,2,nice,1,0,2,warm,1,0,2,warm,1,0,2,warm,1,0,2,descriptive word,1,0,2,nice,1,0,2,nice,1,0,2,nice,1,0,2,collection of things,1,1,3,collection of things,1,1,3,collection of things,1,1,3,a collection of things,1,1,3
5f4a5983a08b215d74d2cd99,inanimate,lexical,Cool,1,0,1,sad,1,1,2,sad,1,1,1,sad,1,1,2,soft,1,0,1,"for, to be used for or by ",0,0,[blank],[blank],n/a,n/a,1,happy,1,1,1,interesting,1,0,1,upset,1,1,1,upset,1,1,2,sad,1,1,3,nice,1,0,1,happy,1,1,1,happy,1,1,2,Happy,1,1,3,hard,1,0,1,good,1,0,1,Tiresome,1,0,2,Exhuasting,1,0,2,sweets or snacks,1,1,1,Snacks,1,1,1,Snacks,1,1,1,Snacks,1,1,1
5f7f239e9b204e05b6c36538,inanimate,lexical,the name of the thing,0,0,1,not happy,1,1,2,not happy,1,1,2,happy,1,1,1,could mean colour,1,0,1,afraid,1,1,2,afraid,1,1,3,afraid,1,1,4,its name ,0,0,1,angry,1,1,1,angry,1,1,4,angry,1,1,4,hungry,1,0,1,happy,1,1,2,happy,1,1,2,happy,1,1,3,its colour,1,0,1,happy,1,1,2,exciting,1,0,2,exciting,1,0,4,candy or food,1,0,1,could be a cellphone,1,1,1,could mean books,1,1,2,it means books,1,1,2
5dc635c5b1cdc24946d210e0,inanimate,lexical,bag,0,0,2,shawl,0,0,2,scarf,0,0,1,warm,1,0,2,cool,1,0,2,soft,1,0,2,person,0,0,1,baby dog,0,0,1,old,1,0,2,funny ,1,0,2,angry,1,1,2,upset,1,1,2,nice ,1,0,2,happy,1,1,2,happy,1,1,2,cheerful ,1,1,3,nice,1,0,2,nice,1,0,1,tiring,1,0,1,annoying,1,0,2,shoes,1,1,1,"mobiles, tissues",1,1,1,"tissue, hairclips",1,1,1,thoughts,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,