,,,MODI,MODI,MODI,MODI,MODI,MODI,MODI,MODI,DAXY,DAXY,DAXY,DAXY,DAXY,DAXY,DAXY,DAXY,WILPY,WILPY,WILPY,WILPY,WILPY,WILPY,WILPY,WILPY,GORMY,GORMY,GORMY,GORMY,GORMY,GORMY,GORMY,GORMY,BRISPY,BRISPY,BRISPY,BRISPY,BRISPY,BRISPY,BRISPY,BRISPY,SPOOVY,SPOOVY,SPOOVY,SPOOVY,SPOOVY,SPOOVY,SPOOVY,SPOOVY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637f89ffcbf20bd680c0d79e,animate,lexical,,,,,,,,,Silly,0,,,,,,,,,,,apprehensive,1,frightened,1,,,,,Nice,0,Pleasant,0,Friendly,0,interested,1,angry,1,annoyed,1,scared,1,delighted,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637f89ffcbf20bd680c0d79e,animate,lexical,,,,,,,,,Funny,0,annoyed,1,disappointed,1,disappointed,1,Friendly,0,frightened,,frightened,1,,,,,,,,,,,,,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637f89ffcbf20bd680c0d79e,animate,lexical,,,,,,,,,,,,,,,,,Nice,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c82e6982421a3001242eafe,animate,lexical,a thing ,1,money,1,speakers,1,pen,1,a nationality,0,angry,1,angry,1,annoyed,1,sad,1,wary,1,scared,1,scared,1,stupid,0,fun,0,fun,0,fun,0,chatty,0,worried,1,annoyed,1,annoyed,1,cool,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b9b3977cc5dd0000165ff0b,animate,lexical,A snack,1,A snack,1,A snack,1,A bracelet,1,Playful,0,happy,1,happy,1,happy,1,sad,1,scared,1,nervous,1,nervous,1,attractive,0,fun,0,Fun,0,Fun,0,Adventurous,0,nervous,1,mad,1,mad,1,calm,1,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60c3c8f790736ad8d329816b,animate,lexical,candies,1,chocolate bar,1,candy bars,1,candy bars,1,doll,0,moody,1,moody,1,moody,1,happy,1,afraid,1,happy,1,happy,1,bored,1,annoying,0,annoying,0,boring,0,nice,0,angry,1,angry,1,angry,1,playful,0,sad,1,bored,1,sad,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63bc74f63269af3a7bfcec7c,animate,lexical,Products from a store,1,computer par,1,Food items,1,Snacks,1,"Sweet lover, likes to eat",0,unhappy,1,annoyed,1,unhappy,1,nice,0,excited,1,nervous,1,nervous,1,lover of nature and outdoors,0,fun,0,nerve-racking,0,frustrating,0,fun,0,happy,1,unhappy,1,annoyed,1,cool,0,happy,1,glad,1,cheerful,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63bc74f63269af3a7bfcec7c,animate,lexical,,,,,,,,,,,,,unhappy,1,anxious,1,kind,0,scared,,excited,1,afraid,1,,,annoying,0,annoying,0,loud,0,cheerful,1,excited,1,mad,1,mad,1,fun,0,thrilled,1,happy,1,in a good mood,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63bc74f63269af3a7bfcec7c,animate,lexical,,,,,,,,,,,,,sad,1,,,sweet,0,,,,,unhappy,1,,,,,,,,,happy,1,thrilled,1,frustrated,1,frustrated,1,cheerful,1,excited,1,,,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63bc74f63269af3a7bfcec7c,animate,lexical,,,,,,,,,,,unpleased,1,depressed,1,,,caring,0,,,,,,,,,,,,,,,,,,,disappointed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62a1e98aa066554d8ab25308,animate,lexical,something to eat,1,a piece of stationary,1,something to eat,0,something to eat,0,smart,0,likes it a lot,0,happy,1,excited,1,nice,0,scared,1,looking forward to,0,looking forward,0,a personality trait,0,good,0,good,0,good,0,[blank],n/a,unhappy,1,unhappy,1,angry,1,sad,1,excited,1,excited,1,excited,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62a1e98aa066554d8ab25308,animate,lexical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,happy,1,nice,0,,,,,,,unhappy,1,,,,,likes it,0,likes it,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62a1e98aa066554d8ab25308,animate,lexical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nice,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620297b8ef1cb18a1337c16d,animate,lexical,something you keep ,1,lipbalm,1,pens,1,pens,1,hungry,0,unhappy,1,unhappy,1,unhappy,1,happy,1,scared,1,scared,1,scared,1,active,0,joyful,1,[blank],n/a,[blank],n/a,excited,1,worried,1,angry,1,annoyed,1,creative,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606d4e6a90238128de804d67,animate,lexical,sweets,1,sweets,1,sweets,1,bubble gum,0,cool groovy ,0,anxious,1,happy,1,ecstatic,1,playful ,0,love animals,0,happy,1,excited,1,cheerful ,1,exciting ,0,helpful,0,helpful ,0,athletic ,0,protective ,0,angry,1,upset,1,cool,0,defeated,1,dislikes ,0,defeated,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606d4e6a90238128de804d67,animate,lexical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,angry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606d4e6a90238128de804d67,animate,lexical,,,,,,,,,,,,,excited,1,,,,,,,,,,,,,,,,,,,,,,,,,mad,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ec2720ae69a920447fa71a4,animate,lexical,an item,1,unsure small item,1,something you can buy,1,"a thing, item",1,personality,0,worried,1,worried,1,worried,1,young,0,scared,1,scared,1,scared,1,active,0,active,0,active,0,fun,0,"fast, active",0,concerned,1,angry,1,angry,1,talented,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ec2720ae69a920447fa71a4,animate,lexical,,,,,,,,,,,,,a feeling,1,concerned,1,,,,,,,,,,,,,,,,,,,cautious,1,annoyed,1,annoyed,1,,,glad,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60fd743e9935bcfda7ed870a,animate,lexical,[blank],n/a,A small item,1,A small common item,1,A small common item,1,An adjective ,0,An emotion towards something,1,An emotion towards something,1,An emotion towards something,1,An adjective,0,An adjective,0,nervous,1,nervous,1,An adjective,0,fun,0,fun,0,fun,0,athletic,0,nervous,1,frustrated,1,frustrated,1,confident,1,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60fd743e9935bcfda7ed870a,animate,lexical,,,,,,,,,,,,,,,,,,,,,,,excited,1,,,,,annoying,0,tough,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f45552d5bea2f11711b40b1,animate,lexical,Shopping,0,Clubs,1,Tennis balls,1,Gifts,1,Greedy,0,fed up,1,fed up,1,pleased,1,Excitable,0,scared,1,excited,1,excited,1,Outdoorsy ,0,Great,0,Fun,0,Fun,0,Fit,0,upset,1,cross,1,upset,1,Extrovert ,0,excited,1,excited,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60bfb7216f6da5705b11ca15,animate,lexical,personal belongings ,1,feminine p,1,"sweets,snacks",1,"snacks,office supplies",1,into sweet things,0,sad,1,complaining,0,excited,1,"playful,fun",0,friendly,0,excited,1,excited,1,excited,1,fun,0,fun,0,important,0,fun,0,car,0,mad,1,angry,1,lazy,0,happy,1,excited,1,shy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60bfb7216f6da5705b11ca15,animate,lexical,,,,,,,,,,,,,,,,,,,,,happy,1,happy,1,,,enjoyable,0,exhausting,0,crucial,0,energetic,0,,,angry,1,mad,1,tired,0,,,joyful,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60bfb7216f6da5705b11ca15,animate,lexical,,,,,,,,,,,,,,,pleased,1,,,,,joy,0,delighted,1,,,,,tiring,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ce8aed16e250f0001ec2618,animate,lexical,cupcakes croissant bakery,1,baked-goods  snacks,1,food digestable ,1,"souvenirs, snacks, gifts",1,cute hungry funny,0,nervous,1,bothered,1,concerned,1,excited,1,weary,0,scared,1,scared,1,picky,0,pleasant,0,pleasant,0,pleasant,0,tired,0,nervous,1,angry,1,angry,1,energetic,0,excited,1,excited,1,excited,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ce8aed16e250f0001ec2618,animate,lexical,,,,,,,,,,,,,concerned,1,anxious,1,,,scared,1,nervous,1,nervous,1,stubborn,0,quaint,0,,,,,wet,0,unhappy,1,vexed,1,unhappy,1,entertaining,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ce8aed16e250f0001ec2618,animate,lexical,,,,,,,,,,,excited,1,emotional,1,,,,,concerned,1,concerned,1,concerned,1,,,,,,,,,,,,,unhappy,1,,,charming,0,pleased,1,pleased,1,pleased,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62fd10443b9a8510ba1298fc,animate,lexical,Slang for immodium,0,A pet,1,a type of bird,1,[blank],n/a,Friendly ,0,upset,1,upset,1,upset,1,happy,1,friendly ,0,excited,1,excited,1,friendly,0,annoying,0,annoying,0,annoying,0,happy,1,angry,1,angry,1,angry,1,cool,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fe3613dafc8a57da1a66760,animate,lexical,small bag,1,small things,1,toys,1,lipsticks,1,eating,0,sad,1,sad,1,unhappy,1,happy,1,affectionate ,0,glad,1,happy,1,a nice person,0,plesent ,0,fun,0,good,0,a swimmer ,0,against ,0,upset,1,upset,1,happy,1,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6318e2c61780455450fe4199,animate,lexical,sweets,1,phones,1,cake,1,cakes,1,greedy,0,frustrated,1,annoyed,1,pleased,1,fun-loving,0,envious,1,excited,1,happy,1,energetic,0,fun,0,exhausting,0,fun,0,athletic,0,cautious,1,mad,1,annoyed,1,cheeky,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5aaa59e2f5c89a0001e25150,animate,lexical,"cellphones, medicine",1,phone,1,"device, phone",1,tracker,1,cool,0,irritated,1,irritated,1,irritated,1,nice,0,scared,1,scared,1,scared,1,goofy,0,fun,0,fun,0,fun,0,interesting,0,scared,1,mad,1,angry,1,fun,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5aaa59e2f5c89a0001e25150,animate,lexical,,,,,,,,,,,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615239b73d2309dcf9786a1d,inanimate,bleached,In a bag,0,Items,1,Money,0,Coins,1,Nice,0,Coat,0,Expensive,0,important,0,Nice,0,nice,0,worried,1,worried,1,sharp,0,dangerous,0,dangerous,0,dangerous,0,new,0,worried,1,worried,1,worried,1,smooth,0,on edge,1,rushing,0,rushing,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631d4876679fad1a9469e76c,inanimate,bleached,A smallish object,1,"A smallish, light non-alive object",1,An object of some kind,1,A collectable object,1,It's an adjective,0,It's a feeling,1,A feeling in reaction to something,1,excited,1,Flat,0,scared,1,worried,1,anxious,1,lumpy,0,relaxing,0,relaxing,0,relaxing,0,soft,0,worried,1,mad,1,mad,1,glittery,0,pleased,1,pleased,1,pleased,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60fd2de5bb1c80a35dfe3bb3,inanimate,bleached,type of sweet,0,type of sweet,1,type of sweet,1,type of sweet,1,cool,0,crazy,1,sure,1,travelling,0,brand new,0,guilty,0,confident,1,eager,1,very small,0,bound,0,fun,0,fun,0,nice,0,suspicious,1,angry,1,angry,1,trendy,0,relieved,1,rushing,0,tetchy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c8371b7c23f2d0001563a9f,inanimate,bleached,biscuits or crisps,1,books,1,books or pens,1,pens,1,trendy or fashionable,0,useful,0,worried,1,useful,1,heavy,0,handmade,0,helpful,0,happy,1,cute,0,safe,0,safe,0,safe,0,useful,0,concerned,1,annoyed,1,annoyed,1,trendy,0,concerned,1,grateful,1,concerned,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c8371b7c23f2d0001563a9f,inanimate,bleached,,,,,,,,,,,,,,,worried,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f108d17d4b3013636d8b01f,inanimate,bleached,type of headphone,1,stationary,1,small thing,1,something collecatble,0,new,0,wrong,0,certain,1,certain,1,wooly,0,covered,0,certain,1,desperate,1,[blank],n/a,designed,0,tiring,0,tiring,0,old,0,annoyed,1,annoyed,1,annoyed,1,new,0,excited,1,excited,1,excited,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d593bb9035b8900189e4a42,inanimate,bleached,Hair ties,1,Hair Ties,1,Biscuits,1,Biscuits,0,pretty,0,angry,1,angry,1,excited,1,cool,0,memory,0,happy,1,happy,1,pretty,0,pretty,0,fun,0,fun,0,dusty,0,annoyed,1,annoyed,1,annoyed,1,groovy,0,pleased,1,pleased,1,pleased,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63039343fd5a2e6fb88d2c61,inanimate,bleached,a food item,1,a food item,1,a food item,1,food item,0,new,0,angry,1,surprised,1,happy,1,new,0,frightened,1,frightened,1,scared,1,natural,0,natural,0,natural,0,natural,0,old,0,curious,1,curious,1,suspicious,1,new,0,excited,1,excited,1,excited,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5caa11e5a15c9800161ad16d,inanimate,bleached,things,1,items,1,item,1,[blank],n/a,warm,0,hot,0,so sure,1,need to be,0,saggy,0,sad,1,knows,0,going to,0,fantastic,0,destined,0,grimy,0,great,0,small,0,glad,1,angry,1,angry,1,fantastic,0,excited,1,excited,1,excited,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e3a0494852c30225cf95713,inanimate,bleached,form of terchnology,1,piece of technology,1,Uncommon item,1,Popular item,1,Cool,0,excited,1,upset,1,excited,1,Nice,0,Lacking,0,convinced,1,happy,1,interesting,0,interesting,0,exciting,0,Useful,0,useful,0,annoyed,1,annoyed,1,annoyed,1,new,0,certain,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596e000bfb7959000162f52f,inanimate,bleached,"food, sweets",1,food,1,an item,1,a collectable,1,cool,0,happy,1,happy,1,happy,1,soft,0,made,0,looking for,0,looking forward,0,colourful,0,excited,1,exciting,0,exciting,0,smart,0,mad,1,mad,1,mad,1,spooky,0,scared,1,looking forward,0,disappointed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596e000bfb7959000162f52f,inanimate,bleached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,angry,1,angry,1,angry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cfa7e66b131cd001aa86c44,inanimate,bleached,[blank],n/a,[blank],n/a,[blank],n/a,[blank],n/a,[blank],n/a,possibly good,0,happy,1,happy,1,[blank],n/a,weary,0,worried,1,worried,1,tasty,0,good,0,good,0,good,0,[blank],n/a,worried,1,angry,1,angry,1,cool  ,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cfa7e66b131cd001aa86c44,inanimate,bleached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,happy,1,,,,,good,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cfa7e66b131cd001aa86c44,inanimate,bleached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nice,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61006c7ded56391a96ff75a5,inanimate,bleached,Sweets ,1,Candy or hair tie,1,"Receipts, candy, clips",1,"Receipt, candy, clip?",1,Big,0,"new, nice",0,sad,1,excited,1,new,0,scared,1,scared,1,nervous,1,fluffy,0,fun,0,fun?,0,Fun,0,small,0,curious,1,angry,1,angry,1,new,0,pleased,1,anxious,1,anxious,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61006c7ded56391a96ff75a5,inanimate,bleached,,,,,,,,,new,0,,,happy,1,,,warm,0,wary,1,nervous,1,apprehensive,1,small,0,,,,,,,new,0,nervous,1,frustrated,1,annoyed,1,happy,1,nervous,1,,,apprehensive,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61006c7ded56391a96ff75a5,inanimate,bleached,,,,,,,,,,,,,mad,1,,,,,,,,,,,nice,0,,,,,,,cute,0,anxious,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61006c7ded56391a96ff75a5,inanimate,bleached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,funny,0,excited,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b043626d7af450001ebeefb,inanimate,bleached,[blank],n/a,[blank],n/a,[blank],n/a,[blank],n/a,cool,0,unsure,1,worried,1,concerned,1,rich,0,copy,0,certain,1,certain,1,cool,0,cool,0,cool,0,wonderful,0,old,0,concerned,1,annoyed,1,annoyed,1,new,0,certain,1,anxious,1,worried,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57ca2f6c6736cf0001b32017,inanimate,bleached,snack,1,multiple snacks,1,snacks you can grab,1,an item that you can have multiple off like coloured pens,1,sexy sweet,0,asking about something,0,causes a scene,0,an experience,0,helpful,0,does something,0,predicts event,0,makes you move,0,playful,0,fun,0,fun,0,exciting,0,playful,0,item that makes you do something mop,0,pet upset with you,0,pet,0,helpful,0,makes dinner,0,excited,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57ca2f6c6736cf0001b32017,inanimate,bleached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exciting,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60c2b5411e6268b10e6625d6,inanimate,bleached,everyday object ,1,toy,1,toy,1,toy,1,useful,0,[blank],n/a,glad,1,excited,1,nice,0,[blank],n/a,concerned,1,[blank],n/a,awesome,0,awesome,0,awesome,0,awesome ,0,new,0,anxious,1,thinking,0,thinking,0,neat,0,sure,1,thankful,1,thankful,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62fcabf17fc3d7ef0952fb6c,inanimate,bleached,something in bag,1,[blank],n/a,[blank],n/a,multiple of something,1,describes something,0,unsure,1,a feeling,1,an emotion,1,unsure,1,looks like,0,feeling,1,feeling,1,good,0,happy,1,good,0,good,0,someone else's,0,upset,1,upset,1,upset,1,unsure,1,excited,1,excited,1,excited,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62fbb4a001f5f7bfcdd72b8b,inanimate,bleached,"food, shampoo",0,"oranges, cans sweets",1,"fruits, eggs",1,"cards, sweets ",1,cool,0,happy,1,angry,1,excited,1,cool,0,smells,0,excited,1,happy,1,green,0,happy,1,boring,0,fun,0,small,0,happy,1,angry,1,annoyed,1,soft,0,excited,1,excited,1,excited,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62fbb4a001f5f7bfcdd72b8b,inanimate,bleached,,,,,,,,,fun,0,excited,1,sad,1,,,dry,0,,,worried,1,,,soft,0,sad,1,fun,0,,,round,0,excited,1,annoyed,1,,,small,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62fbb4a001f5f7bfcdd72b8b,inanimate,bleached,,,,,,,,,soft,0,sad,1,excited,1,,,,,,,,,,,wet,0,,,,,,,hard,0,sad,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616c9332fbd4c31a4973114c,inanimate,bleached,Something in the bag,1,There are three of them,0,Objects,1,[blank],n/a,[blank],n/a,[blank],n/a,annoyed,1,A person maybe,0,Not a word used yet,0,An object someone made,0,Bad ,0,happy,1,A person,0,Good,0,Doing things,0,Good,0,Something to do with modi,0,Aggy,0,unhappy,1,unhappy,1,Nice,0,happy,1,happy,1,angry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57b27d847d42b700012dd055,inanimate,bleached,a food item,1,a toy,1,a toy,1,a toy,1,cheap,0,[blank],n/a,confident,1,confident,1,unique,0,sure,1,sure,1,sure,1,mine,0,nice,0,nice,0,nice,0,cute,0,sure,1,mad,1,mad,1,expensive,0,confident,1,excited,1,excited,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e1547499643e7b972692d1,inanimate,bleached,New Technology ,1,Keys,1,Pen,1,Pen,1,Cool,0,Apart of,0,attached,0,happy,1,Amaz,0,Crochet,0,curious,1,happy,1,Gross,0,Gross,0,Gross,0,Gross ,0,Amazing ,0,jealous,1,jealous,1,annoyed,1,Scary,0,curious,1,excited,1,annoyed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57f11328f283e200011bc93e,inanimate,bleached,Phone,1,Coins,1,Tissues,1,Apples,1,Cool,0,crazy,1,sure,1,sure,1,Nice,0,Capable,0,confident,1,Useful,0,happy,1,happy,1,Fun,0,Fun,0,Useful,0,jealous,1,cross,1,mad,1,On trend,0,happy,1,excited,1,excited,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6082c37809793130ca4b3f0e,inanimate,bleached,things in bag,1,pencils,1,gadgets,1,objects in the bag,1,cool,0,happy,1,happening,0,excited,1,one of a kind,0,important,0,knowledgeable,0,excited,1,alive,0,fun,0,fun,0,important,0,hard,0,interested,1,searching,0,confident,1,great,0,interested,1,happy,1,wonderful,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
