"","prolific_id","frame","animacy","Guess 1","adjective_1","emotion_adj_1","Confidence 1","Guess 2","adjective_2","emotion_adj_2","Confidence 2","Guess 3","adjective_3","emotion_adj_3","Confidence 3","Guess 4","adjective_4","emotion_adj_4","Confidence 4"
"1","5dc635c5b1cdc24946d210e0","lexical","inanimate","bag","0","0","2","shawl","0","0","2","scarf","0","0","1","warm","1","0","2"
"2","5f7f239e9b204e05b6c36538","lexical","inanimate","the name of the thing","0","0","1","not happy","1","1","2","not happy","1","1","2","happy","1","1","1"
"3","5f4a5983a08b215d74d2cd99","lexical","inanimate","Cool","1","0","1","sad","1","1","2","sad","1","1","1","sad","1","1","2"
"4","5be76e59d153f500019a700c","lexical","inanimate","a feeling the tulvar gives","0","1","3","something that reacts to the ","0","0","2","it is not a noun but a verb","0","0","2","cold","1","0","2"
"5","6365740d110a1d4e1c79cfac","lexical","inanimate","Slang for cool","1","0","1","Helpful for weather","1","0","2","annoyed","1","1","3","upset","1","1","4"
"6","5f992a860fbcaa247cb2750f","lexical","inanimate","cool","1","0","1","perfect","1","0","1","warm","1","0","1","perfect","1","0","3"
"7","5d2fc33c3af1410018f872ae","lexical","inanimate","pretty","1","0","2","useful","1","0","2","helpful","1","0","1","warm","1","0","1"
"8","60873580bff5d1a4e37d14d2","lexical","inanimate","nice","1","0","3","good","1","0","2","useful","1","0","2","nice","1","0","3"
"9","5dd29e4e2274972a5d4ada96","lexical","inanimate","fashionable","1","0","1","unhappy","1","1","1","uncomfortable","1","0","2","worried","1","1","2"
"10","5ed56b77ff7d880eff84d708","lexical","inanimate","hat","1","0","1","warming","0","0","1","correct","1","0","1","happy","1","1","1"
"11","60aa07ac10464c29f42088d9","lexical","inanimate","New","1","0","2","unsure","1","1","2","unhappy","1","1","2","unhappy","1","1","3"
"12","63bb4a3a48b487f62234debe","lexical","inanimate","new","1","0","1","excited","1","1","2","excited","1","1","2","excited","1","1","2"
"13","6096ace01e65b3225e84d29f","lexical","inanimate","cool","1","0","3","cool","1","0","3","awesome","1","0","3","cool","1","0","3"
"14","61517b09cb26914ee2b6b731","lexical","inanimate","Item","0","0","1","Perfect, good, prepared ","1","0","1","Prepared","1","0","1","excited","1","1","1"
"15","599364c1fc37790001fa4e1d","lexical","inanimate","cool","1","0","1","[blank]","n/a","n/a","1","[blank]","n/a","n/a","1","unhappy","1","1","1"
"16","5e6a11b646df0b0008647b87","lexical","inanimate","the model","0","0","2","warmth device","0","0","1","certain","1","1","2","excited","1","1","2"
"17","63bc9e8cd8106f8d94c636d4","lexical","inanimate","Name","0","0","2","upset","1","1","2","upset","1","1","2","unpleased","1","1","2"
"18","5f61ba7cfdaccd165da6985b","lexical","inanimate","good","1","0","1","good","1","0","1","aware","1","1","2","okay or good","1","0","2"
"19","604669987ce28b034f7ae980","lexical","inanimate","special","1","0","2","excited","1","1","1","excited","1","1","[blank]","excited","1","1","3"
"20","610989f5a53fc140b54538e0","lexical","inanimate","Very cool","1","0","3","Correct?","1","0","1","sure","1","1","3","sure","1","1","3"
"21","600c4d8f3381f8363c4a1899","lexical","inanimate","fuzzy","1","0","1","upset","1","1","1","upset","1","1","2","upset","1","1","1"
"22","5fdf2f9a2b78a56e7b66b9c8","lexical","inanimate","cool","1","0","2","warm","1","0","2","warm","1","0","3","warm","1","0","2"
"23","5c01bf7d4c14cf00019ce2a4","lexical","inanimate","a pet","0","0","1","annoyed","1","1","1","upset","1","1","1","upset","1","1","2"
"24","6321292a23a6ebce8db47d93","lexical","inanimate","Cool","1","0","2","afraid","1","1","2","hot","1","0","3","excited","1","1","3"
"25","5f12f3b9b6d334012fba9ca4","lexical","inanimate","a model ","0","0","1","a device ","0","0","1","annoyed","1","1","2","excited","1","1","2"
"26","5f7ca372a8afc510abbbe99b","lexical","inanimate","exciting","1","0","1","unhappy","1","1","2","unhappy","1","1","2","prepared","1","1","2"
"27","5fa154fd4cbe97227182aff7","lexical","inanimate","[blank]","n/a","n/a","2","[blank]","n/a","n/a","2","happy","1","1","2","happy","1","1","3"
"28","6295c814983374f0c2db15ec","lexical","inanimate","Red","1","0","1","unhappy","1","1","1","unhappy","1","1","2","happy","1","1","2"
"29","60460256be7c58000ad5f8de","lexical","inanimate","Expensive","1","0","3","happy","1","1","2","sad","1","1","2","bad","1","0","1"
"30","607349eb37348422bd6ce08f","lexical","inanimate","cute","1","0","1","annoyed","1","1","1","sure","1","1","1","happy","1","1","1"
"31","5e1297656e8aab8e8a1b3b76","lexical","inanimate","nice","1","0","2","warm","1","0","3","warm","1","0","2","warm","1","0","2"
"32","5b232f6838fc0c000131438c","lexical","inanimate","good","1","0","1","nervous","1","1","1","happy","1","1","1","happy","1","1","2"
"33","60fe11079929d4e3d9f31249","lexical","inanimate","new","1","0","2","upset","1","1","2","upset","1","1","2","nervous","1","1","2"
"34","5ea9de15df734413226d7f0d","lexical","inanimate","nice","1","0","2","useful","1","0","2","ensuring","0","0","1","useful","1","0","2"
"35","63b7d0ea4778caf55db8674e","lexical","inanimate","cool","1","0","2","useful","1","0","1","certain","1","1","2","useful for","1","0","1"
"36","62c4b317f533d33ee1a2e542","lexical","inanimate","Teddy","1","0","1","Dog","0","0","1","upset","1","1","1","happy","1","1","2"
"37","60f8659dc04284bf891de09d","lexical","inanimate","cool","1","0","2","unsure","1","1","2","pleased","1","1","1","happy","1","1","3"
"38","60ac38ab2405314d4be6d529","lexical","inanimate","new","1","0","2","knowledgable","1","0","2","smart","1","0","2","excited","1","1","2"
"39","5e41d56250cd36000ac74d1e","lexical","inanimate","Beautiful","1","0","2","worried","1","1","1","sure","1","1","2","excited","1","1","2"
"40","5d7de72016b0a00001c36af3","lexical","inanimate","New","1","0","1","unimpressed","1","0","1","unimpressed","1","0","1","unhappy","1","1","1"
"41","5f619d46bfaddb146a5c04e6","lexical","inanimate","nice","1","0","[blank]","unsure","1","1","1","unhappy","1","1","2","unhappy","1","1","2"
"42","5fc6a6691dd15336fcc81742","lexical","inanimate","cool","1","0","1","sensitive","1","0","1","sure","1","1","1","happy","1","1","1"
"43","5be2dab1dc5b8d0001ce18a9","lexical","inanimate","warm","1","0","1","unhappy","1","1","1","annoyed","1","1","1","annoyed","1","1","1"
"44","5dc9c2c0b9fad36ddca37632","lexical","inanimate","pretty","1","0","1","useful","1","0","2","annoyed","1","1","2","annoyed","1","1","2"
"45","60aed9850592d6678e2c06ba","lexical","inanimate","new","1","0","2","suitable","1","0","2","certain","1","1","2","great","1","0","3"
"46","60fe79117e082892a4e47723","lexical","inanimate","Present ","1","0","1","unhappy","1","1","1","unhappy","1","1","2","unhappy","1","1","2"
"47","636a740f2956031d8abf5bf1","bleached","inanimate","fun","1","0","1","annoyed","1","1","1","annoyed","1","1","2","excited","1","1","3"
"48","60ab94701eab113dfefe60ad","bleached","inanimate","useful","1","0","1","old","1","0","1","exposed","1","0","3","excited","1","1","2"
"49","5cfb5233df7d70001619ca90","bleached","inanimate","new","1","0","2","crazy","1","1","2","crazy","1","1","2","anxious","1","1","3"
"50","608c4ca9fe8456a133ac3d85","bleached","inanimate","durable","1","0","2","suspicious","1","1","3","suspicious","1","1","4","uncomfortable","1","0","2"
"51","5f805dd87a1fdb064708f313","bleached","inanimate","probably dirty","1","0","3","confident","1","1","2","confident","1","1","2","confident","1","1","3"
"52","5a863fb8f1408d0001768afa","bleached","inanimate","electric","1","0","2","excited","1","1","2","excited","1","1","2","excited","1","1","3"
"53","5f735d195a302d06b07acf90","bleached","inanimate","Cool or ","1","0","2","Great","1","0","2","happy","1","1","2","happy","1","1","2"
"54","5cf91e3f1756e60017a30568","bleached","inanimate","Chocolate Strawberry Vanilla","0","0","2","Sweet  ","1","0","1","happy","1","1","2","excited","1","1","2"
"55","614760e10d7e4f41c50e0082","bleached","inanimate","works well","1","0","1","annoyed","1","1","2","annoyed","1","1","2","annoyed","1","1","2"
"56","5fc0c7b73605db59cfd30666","bleached","inanimate","unique","1","0","4","sure","1","1","3","sure","1","1","4","eager","1","1","4"
"57","5ce5b9844cd8130019acba32","bleached","inanimate","good","1","0","1","useful","1","0","1","not always useful","0","0","1","a moveable item","0","0","1"
"58","5ea302aeb39fb424ac3b7e36","bleached","inanimate","grey","1","0","[blank]","excited","1","1","2","sad","1","1","2","excited","1","1","2"
"59","5ebd841ddea21b08a0aa3057","bleached","inanimate","new","1","0","1","curious","1","1","2","happy","1","1","2","happy","1","1","1"
"60","5e8e0580039e7106da8388d2","bleached","inanimate","modern","1","0","1","unsure","1","1","1","sure","1","1","1","meant","0","0","1"
"61","5f57be602095072bb238a7ab","bleached","inanimate","Cool","1","0","1","[blank]","n/a","n/a","1","[blank]","n/a","n/a","1","Diary","0","0","1"
"62","5f566443352f600826449f4b","bleached","inanimate","new","1","0","1","special","1","0","1","certain","1","1","1","certain","1","1","1"
"63","5f37e4f20fef2606653ec8ae","bleached","inanimate","Cool","1","0","1","happy","1","1","1","happy","1","1","2","happy","1","1","3"
"64","5c30b2a910677f0001dda4c8","bleached","inanimate","new","1","0","1","revised","1","0","1","aware","1","1","1","expected","1","0","1"
"65","60a5a599bbb27be1974dae25","bleached","inanimate","nice","1","0","2","thinking","0","0","1","frightened","1","1","1","excited","1","1","2"
"66","57549ae7f2ab9d00062ffe4c","bleached","inanimate","Hair appliance ","0","0","2","Appliance for hair","0","0","1","certain","1","1","3","Reminder","0","0","2"
"67","5d29d7d739e2c7000140f10d","bleached","inanimate","cool","1","0","2","happy","1","1","2","annoyed","1","1","3","excited","1","1","3"
"68","62e2dbce6972374fdd427048","bleached","inanimate","Cool","1","0","1","mad","1","1","1","mad","1","1","2","excited","1","1","3"
"69","63bd81465a7246c0da98e4bd","bleached","inanimate","useful","1","0","1","worried","1","1","2","worried","1","1","1","excited","1","1","3"
"70","613cc5de78e7317f29171d0c","bleached","inanimate","Special","1","0","2","excitable","1","0","1","excited","1","1","2","excited","1","1","[blank]"
"71","6065a8becc1f681d7a36115e","bleached","inanimate","[blank]","n/a","n/a","2","[blank]","n/a","n/a","2","scared","1","1","2","excited","1","1","2"
"72","634696bb92c2e5319fcf3527","bleached","inanimate","an item","0","0","2","crazy","1","1","2","certain","1","1","3","keen","1","1","2"
"73","6082c37809793130ca4b3f0e","bleached","inanimate","cool","1","0","2","happy","1","1","1","happening","1","0","1","excited","1","1","1"
"74","57f11328f283e200011bc93e","bleached","inanimate","Cool","1","0","2","crazy","1","1","1","sure","1","1","1","sure","1","1","1"
"75","62e1547499643e7b972692d1","bleached","inanimate","Cool","1","0","2","Apart of","0","0","2","attached","1","0","2","happy","1","1","1"
"76","57b27d847d42b700012dd055","bleached","inanimate","cheap","1","0","1","[blank]","n/a","n/a","1","confident","1","1","2","confident","1","1","3"
"77","616c9332fbd4c31a4973114c","bleached","inanimate","[blank]","n/a","n/a","3","[blank]","n/a","n/a","2","annoyed","1","1","2","A person maybe","0","0","3"
"78","62fbb4a001f5f7bfcdd72b8b","bleached","inanimate","cool","1","0","2","happy","1","1","2","angry","1","1","2","excited","1","1","3"
"79","62fcabf17fc3d7ef0952fb6c","bleached","inanimate","describes something","1","0","2","unsure","1","1","1","a feeling","1","1","2","an emotion","1","1","2"
"80","60c2b5411e6268b10e6625d6","bleached","inanimate","useful","1","0","1","[blank]","n/a","n/a","1","glad","1","1","1","excited","1","1","1"
"81","57ca2f6c6736cf0001b32017","bleached","inanimate","sexy sweet","1","0","2","asking about something","0","0","1","causes a scene","0","0","1","an experience","0","0","1"
"82","5b043626d7af450001ebeefb","bleached","inanimate","cool","1","0","2","unsure","1","1","1","worried","1","1","2","concerned","1","1","1"
"83","61006c7ded56391a96ff75a5","bleached","inanimate","Big","1","0","1","new, nice","1","0","1","sad","1","1","2","excited","1","1","2"
"84","5cfa7e66b131cd001aa86c44","bleached","inanimate","[blank]","n/a","n/a","2","possibly good","1","0","1","happy","1","1","2","happy","1","1","2"
"85","596e000bfb7959000162f52f","bleached","inanimate","cool","1","0","1","happy","1","1","2","happy","1","1","2","happy","1","1","2"
"86","5e3a0494852c30225cf95713","bleached","inanimate","Cool","1","0","1","excited","1","1","1","upset","1","1","1","excited","1","1","2"
"87","5caa11e5a15c9800161ad16d","bleached","inanimate","warm","1","0","2","hot","1","0","1","so sure","1","1","2","need to be","0","0","2"
"88","63039343fd5a2e6fb88d2c61","bleached","inanimate","new","1","0","2","angry","1","1","1","surprised","1","1","1","happy","1","1","2"
"89","5d593bb9035b8900189e4a42","bleached","inanimate","pretty","1","0","2","angry","1","1","2","angry","1","1","2","excited","1","1","2"
"90","5f108d17d4b3013636d8b01f","bleached","inanimate","new","1","0","2","wrong","1","0","1","certain","1","1","1","certain","1","1","1"
"91","5c8371b7c23f2d0001563a9f","bleached","inanimate","trendy or fashionable","1","0","2","useful","1","0","1","worried","1","1","1","useful","1","1","1"
"92","60fd2de5bb1c80a35dfe3bb3","bleached","inanimate","cool","1","0","3","crazy","1","1","2","sure","1","1","3","travelling","0","0","3"
"93","631d4876679fad1a9469e76c","bleached","inanimate","It's an adjective","1","0","3","It's a feeling","1","1","3","A feeling in reaction to something","1","1","3","excited","1","1","2"
"94","615239b73d2309dcf9786a1d","bleached","inanimate","Nice","1","0","2","Coat","0","0","1","Expensive","1","0","2","important","1","0","1"
"95","5aaa59e2f5c89a0001e25150","lexical","animate","cool","1","0","2","irritated","1","1","2","irritated","1","1","2","irritated","1","1","2"
"96","6318e2c61780455450fe4199","lexical","animate","greedy","1","0","1","frustrated","1","1","2","annoyed","1","1","2","pleased","1","1","2"
"97","5fe3613dafc8a57da1a66760","lexical","animate","eating","1","0","2","sad","1","1","3","sad","1","1","3","unhappy","1","1","2"
"98","62fd10443b9a8510ba1298fc","lexical","animate","Friendly ","1","0","1","upset","1","1","2","upset","1","1","2","upset","1","1","3"
"99","5ce8aed16e250f0001ec2618","lexical","animate","cute hungry funny","1","0","2","nervous","1","1","2","bothered","1","1","[blank]","concerned","1","1","2"
"100","60bfb7216f6da5705b11ca15","lexical","animate","into sweet things","1","0","4","sad","1","1","3","complaining","0","0","1","excited","1","1","4"
"101","5f45552d5bea2f11711b40b1","lexical","animate","Greedy","1","0","2","fed up","1","1","1","fed up","1","1","2","pleased","1","1","1"
"102","60fd743e9935bcfda7ed870a","lexical","animate","An adjective ","1","0","2","An emotion towards something","1","1","2","An emotion towards something","1","1","2","An emotion towards something","1","1","2"
"103","5ec2720ae69a920447fa71a4","lexical","animate","personality","0","0","[blank]","worried","1","1","1","worried","1","1","1","worried","1","1","1"
"104","606d4e6a90238128de804d67","lexical","animate","cool groovy ","1","0","2","anxious","1","1","1","happy","1","1","4","ecstatic","1","1","3"
"105","620297b8ef1cb18a1337c16d","lexical","animate","hungry","1","0","2","unhappy","1","1","2","unhappy","1","1","2","unhappy","1","1","2"
"106","62a1e98aa066554d8ab25308","lexical","animate","smart","1","0","1","likes it a lot","0","0","2","happy","1","1","2","excited","1","1","2"
"107","63bc74f63269af3a7bfcec7c","lexical","animate","Sweet lover, likes to eat","0","0","2","unhappy","1","1","2","annoyed","1","1","2","unhappy","1","1","2"
"108","60c3c8f790736ad8d329816b","lexical","animate","doll","0","0","4","moody","1","1","4","moody","1","1","4","moody","1","1","4"
"109","5b9b3977cc5dd0000165ff0b","lexical","animate","Playful","1","0","2","happy","1","1","2","happy","1","1","3","happy","1","1","3"
"110","5c82e6982421a3001242eafe","lexical","animate","a nationality","0","0","3","angry","1","1","3","angry","1","1","4","annoyed","1","1","4"
"111","637f89ffcbf20bd680c0d79e","lexical","animate","Hungry","1","0","1","angry ","1","1","2","annoyed","1","1","2","annoyed","1","1","2"
"112","610eed701307b477c5f8771e","lexical","animate","hungry","1","0","2","sad","1","1","2","sad","1","1","2","sad","1","1","3"
"113","5c79cc22f5b67c0012d5b9ed","lexical","animate","nice","1","0","1","excited","1","1","2","happy","1","1","2","unexcited","1","1","2"
"114","5df553efef7f5e3c53056b2e","lexical","animate","A descriptive word ","1","0","3","A feeling or emotion","1","1","4","upset","1","1","3","annoyed","1","1","3"
"115","638ca5a91357e72133182e9c","lexical","animate","hungry","1","0","4","worried","1","1","4","annoyed","1","1","4","annoyed","1","1","4"
"116","5731b7f35b8b0600097c2d66","lexical","animate","hungry","1","0","2","upset","1","1","2","upset","1","1","2","afraid","1","1","1"
"117","5d1bd8a7601cd70001728db6","lexical","animate","Foreign ","1","0","1","excited","1","1","2","excited","1","1","2","excited","1","1","3"
"118","60a142ecc64d11f4ed537cb5","lexical","animate","nice","1","0","1","","","","","","","","","","","",""
"119","5cc22c575a8d7e001526e9da","lexical","animate","Handsome","1","0","1","excited","1","1","2","happy","1","1","2","happy","1","1","2"
"120","6368e44663ab624da3962b32","lexical","animate","Diabetic ","1","0","1","worried","1","1","1","upset","1","1","1","Upset","1","1","2"
"121","57507e67fcaa630007cb9ad2","lexical","animate","Likes food","0","0","2","anxious","1","1","2","Irritated","1","1","3","irritated","1","1","3"
"122","602b981a69d3542d219a442c","lexical","animate","hungry","1","0","4","happy","1","1","3","happy","1","1","4","excited","1","1","4"
"123","5e10faccfeea897bcd4c4e85","lexical","animate","dishy","1","0","2","concerned","1","1","2","sure","1","1","2","[blank]","n/a","n/a","[blank]"
"124","63bc8d3bcf7082d87a3aca30","lexical","animate","Hungry","1","0","2","happy","1","1","1","glad","1","1","2","happy","1","1","2"
"125","5ce45fdfb091340001f5d84b","lexical","animate","Goodlooking. ","1","0","1","unhappy","1","1","1","unhappy","1","1","2","unhappy","1","1","2"
"126","5eed2e5c2c93d5142aa8fc0e","lexical","animate","cute","1","0","1","crazy","1","1","2","happy","1","1","2","sad","1","1","2"
"127","5f4a8c8347b9fe5082353a3c","lexical","animate","hungry","1","0","1","worried","1","1","1","worried","1","1","1","worried","1","1","1"
"128","6238356bc0cff42b67a58c58","lexical","animate","","","","","","","","","","","","","","","",""
"129","60296c1430d207888e65a0eb","lexical","animate","craving sweets","1","0","2","bummed about","1","1","2","bummed about","1","1","2","bummed out about","1","1","2"
"130","62694fbeede8c79c1b047e80","lexical","animate","hungry","1","0","1","upset","1","1","2","upset","1","1","2","upset","1","1","2"
"131","5e57ddacf68518000bd3356b","lexical","animate","Greedy","1","0","1","unsure about","1","1","2","unhappy","1","1","3","unhappy","1","1","3"
"132","61087a2a957d0234ef638e61","lexical","animate","Cool","1","0","3","worried","1","1","2","irritated","1","1","2","excited","1","1","1"
"133","60916367cd8a527daf10c690","lexical","animate","Physically unique or interesting in some way; tall perhaps","1","0","2","A feeling, maybe cold or depressed","1","1","2","upset","1","1","2","feeling down about something ","1","1","3"
"134","5ec51173f4cd5243ad1fbb81","lexical","animate","sweet-toothed","1","0","2","fussy","1","0","1","depressed","1","1","2","excited","1","1","2"
"135","60bd67b25b216d6ff8fd0477","lexical","animate","hungry","1","0","2","happy","1","1","1","happy","1","1","2","happy","1","1","2"
"136","5c8fffda2d8c5900142f97ae","lexical","animate","hungry","1","0","2","anxious","1","1","2","sure","1","1","1","unsure","1","1","1"
"137","558bafe0fdf99b21155f2da0","lexical","animate","good","1","0","1","fine with, okay","1","1","1","okay with","1","1","2","okay with","1","1","3"
"138","59360314da541f000146f49f","lexical","animate","funny","1","0","1","unhappy","1","1","1","unhappy","1","1","1","happy","1","1","2"
"139","61bb384140db417c1a138c01","lexical","animate","Growing","0","0","1","upset","1","1","1","unhappy","1","1","1","unhappy","1","1","2"
"140","613a4d95865f9cc247eefaa4","lexical","animate","Hungry","1","0","1","sad","1","1","1","sad","1","1","1","sad","1","1","1"
"141","6346e12e643544b86b5b427c","lexical","animate","greedy","1","0","3","sad","1","1","1","sad","1","1","1","sad","1","1","1"
"142","61322140be210a5f6738e764","lexical","animate","fun","1","0","1","happy","1","1","2","happy","1","1","2","happy","1","1","3"
"143","6318db5e70498ce49da545cd","lexical","animate","[blank]","n/a","n/a","1","unhappy","1","1","1","angry","1","1","3","annoyed","1","1","3"
"144","59772b1c1a5010000184a987","lexical","animate","hungry","1","0","1","upset","1","1","1","upset","1","1","1","sad","1","1","1"
"145","5b846b97d0315b0001d30ea2","bleached","animate","full?","1","0","[blank]","full","1","0","1","angry","1","1","2","excited","1","1","3"
"146","5e3a198a0e532424396e094f","bleached","animate","hungry","1","0","2","excited","1","1","2","excited","1","1","2","happy","1","1","2"
"147","5f29eff59714081a3594a331","bleached","animate","Dark, Black","1","0","1","confident","1","1","2","confident","1","1","2","confident","1","1","1"
"148","5aad226f811b2000016f6be2","bleached","animate","hungry","1","0","2","crazy","1","1","2","happy","1","1","2","happy","1","1","2"
"149","5c5df997d7b842000156544f","bleached","animate","friendly","1","0","1","happy","1","1","2","happy","1","1","2","excited","1","1","2"
"150","60b9585537f22407ad740a00","bleached","animate","Sweet toothed","1","0","1","To like","0","0","1","excited","1","1","1","happy","1","1","1"
"151","61577ade2c21809207c56385","bleached","animate","[blank]","n/a","n/a","1","excited","1","1","1","upset","1","1","1","excited","1","1","2"
"152","566e1aec744e3e0005b4e668","bleached","animate","Hungry","1","0","1","crazy","1","1","1","suspicious","1","1","1","eager","1","1","1"
"153","5dcfdf449b61040e3b923621","bleached","animate","Sweet toothed","1","0","1","obsessed","1","1","1","[blank]","n/a","n/a","4","Has to be","0","0","1"
"154","5f5c983ce742b548181ef1e7","bleached","animate","very playful","1","0","1","crazy for something","1","1","1","very sure","1","1","1","happy","1","1","1"
"155","5bf769ac2dd20c00013188d1","bleached","animate","Hungry","1","0","3","Handsome","1","0","2","concerned","1","1","3","hurried","1","0","1"
"156","5f64bdfa92434501c26dfca5","bleached","animate","Friendly","1","0","3","curious","1","1","4","inquisitive","1","1","4","anxious","1","1","2"
"157","63947b43e8f68b80a20b6c06","bleached","animate","hungry, a sweet tooth, ","1","0","1","an emotion","1","1","2","worried","1","1","[blank]","worried","1","1","2"
"158","6116c9e9f3490c79002fda6e","bleached","animate","fun","1","0","1","interesting","1","1","1","excited","1","1","1","excited","1","1","2"
"159","631a0fe0eb6a5b8c1f501d22","bleached","animate","happy","1","1","2","interested in something","1","1","2","adamant","1","1","2","happy","1","1","1"
"160","63bca22d6fa8440663c937f1","bleached","animate","Quiet","1","0","2","sad","1","1","2","upset","1","1","3","excited","1","1","3"
"161","5edf9c64ecf5a026f9fd3464","bleached","animate","Tall","1","0","2","suspicious","1","1","2","suspicious","1","1","3","determined","1","1","3"
"162","6024b96760d68a1e5aad80b0","bleached","animate","Sweet tooth","1","0","1","crazy","1","1","1","sure","1","1","1","excited","1","1","1"
"163","5d6de63201523a0001f51f27","bleached","animate","hungry","1","0","1","crazy","1","1","1","mad","1","1","2","mad","1","1","1"
"164","596d1cdfe81bf30001fe0533","bleached","animate","Sweet-toothed","1","0","2","obsessed by something","1","1","2","certain","1","1","2","excited","1","1","2"
"165","5f84b0568b326614c2194498","bleached","animate","an ethnci","0","0","1","enthusiastic","1","1","2","enthusiastic","1","1","1","eager","1","1","2"
"166","6295040e6fecb5e08234c8cd","bleached","animate","Cool/ nice","1","0","2","curious","1","1","1","Curious ","1","1","2","Anxious","1","1","1"
"167","5d54d5d907e8740018e56545","bleached","animate","crazy","1","1","1","crazy","1","1","1","happy","1","1","2","happy","1","1","2"
"168","615c17dac17d529070394f43","bleached","animate","Greedy","1","0","1","excited","1","1","1","excited","1","1","3","excited","1","1","3"
"169","610a119246a1dd2a66ef2f5c","bleached","animate","always hungry","1","0","2","excited","1","1","1","happy","1","1","2","excited","1","1","2"
"170","5f0b1c32d61a4a0490b557f1","bleached","animate","shy","1","1","2","unsure","1","1","1","unsure","1","1","2","[blank]","n/a","n/a","1"
"171","63bb79aed472669f48be40cd","bleached","animate","overweight","1","0","1","upset","1","1","2","upset","1","1","2","excited","1","1","2"
"172","5a5bed3a76d1c60001ab3c4c","bleached","animate","handsome","1","0","2","excited by","1","1","2","confident","1","1","3","excited","1","1","2"
"173","5c105e2757fd11000127e60f","bleached","animate","hungry","1","0","3","enthusiastic","1","1","2","enthusiastic","1","1","3","happy","1","1","3"
"174","5c122026e6eb4e0001b2ec82","bleached","animate","it is the hobby he does","0","0","1","an emotion","1","1","3","an emotion","1","1","3","an emotion","1","1","3"
"175","5c59baa95e09ea00015521d9","bleached","animate","hungry","1","0","1","happy","1","1","1","happy","1","1","2","excited","1","1","2"
"176","55d4c46f58c35800113dc131","bleached","animate","happy","1","1","1","happy","1","1","2","happy","1","1","2","excited","1","1","2"
"177","5eca7a483cd05100084ef351","bleached","animate","fragile","1","0","1","unsure","1","1","2","worried","1","1","1","excited","1","1","1"
"178","63bcb6f97c75334718eb8fc8","bleached","animate","fat","1","0","1","upset","1","1","1","upset","1","1","2","meant to be","1","0","1"
"179","607ba9f40639e8a2c931d622","bleached","animate","funny","1","0","1","excited","1","1","2","excited","1","1","2","excited","1","1","3"
"180","596386246e30d40001a8c3fc","bleached","animate","cool","1","0","2","excited","1","1","2","excited","1","1","2","excited","1","1","3"
"181","5bdc538e2b9e8d0001b9fbbf","bleached","animate","hungry","1","0","1","interested","1","1","1","worried","1","1","1","worried","1","1","1"
"182","5ec37264194de71cb7b82637","bleached","animate","pretty","1","0","2","happy","1","1","3","happy","1","1","3","excited","1","1","3"
"183","60b6a586bbb419abdae29459","bleached","animate","sick","1","0","1","excited","1","1","1","excited","1","1","2","excited","1","1","2"
"184","6393fc93a0aea03630708b06","bleached","animate","nice","1","0","1","passionate","1","1","1","certain","1","1","1","excited","1","1","1"
"185","5ecddcf366133c160b7437b7","bleached","animate","hungry","1","0","2","enthusiastic","1","1","2","happy","1","1","1","excited","1","1","2"
"186","5e31e001db304d05e96019bd","bleached","animate","a nationality","0","0","1","excited","1","1","1","excited","1","1","1","excited","1","1","1"
"187","614e16143f7ba19d39637115","bleached","animate","friendly ","1","0","2","inquisitive","1","1","3","curious","1","1","4","excited","1","1","4"
"188","5bc8cdca0f10750001d70716","bleached","animate","likes sweets","1","0","1","excited","1","1","2","excited","1","1","2","nervous","1","1","2"
"189","62869a1b7fff9c9a48fe6087","bleached","animate","tall","1","0","1","smart","1","0","1","confident","1","1","1","sure","1","1","1"
"190","5f2dee30160a0f13f3145b05","bleached","animate","diabetic","1","0","1","nervous","1","1","1","worried","1","1","1","anxious","1","1","2"
"191","6394c4a71be9ebcc632f18f1","bleached","animate","A way to describe a person ","1","0","2","An attitude someone has towards a certain thing ","1","1","3","An attitude towards something or an event around itâ€™s probability ","1","1","3","An emotion around something I.e feeling daxy ","1","1","4"
"192","636581a8edbfeaf9a163095c","bleached","animate","happy","1","1","1","happy","1","1","2","happy","1","1","2","happy","1","1","2"
"193","5f4da4fcc53d36a956cd6c29","bleached","animate","funny","1","0","2","happy","1","1","2","happy","1","1","3","happy","1","1","3"
